time,lat,lon,elevation,accuracy,bearing,speed
2015-02-18T09:03:10Z,22.177783,113.674416,-0.400000,10.000000,84.800003,21.250000
2015-02-18T09:03:13Z,22.177831,113.675025,-1.400000,10.000000,84.500000,21.250000
2015-02-18T09:03:16Z,22.177875,113.675636,-3.600000,10.000000,84.599998,21.000000
2015-02-18T09:03:19Z,22.177911,113.676229,-4.100000,10.000000,86.000000,20.750000
2015-02-18T09:03:22Z,22.177958,113.676835,-4.900000,10.000000,85.300003,21.250000
2015-02-18T09:03:19Z,22.155202,113.588511,0.000000,3518.000000,0.000000,0.000000
2015-02-18T09:03:27Z,22.178032,113.677859,-3.300000,10.000000,87.199997,21.500000
2015-02-18T09:03:30Z,22.178078,113.678479,-1.900000,10.000000,86.599998,21.250000
2015-02-18T09:03:33Z,22.178124,113.679098,-2.600000,10.000000,83.900002,21.250000
2015-02-18T09:03:35Z,22.178158,113.679511,-1.600000,10.000000,84.900002,21.250000
2015-02-18T09:03:38Z,22.178197,113.680097,-0.500000,10.000000,85.400002,20.750000
2015-02-18T09:03:41Z,22.178241,113.680707,-2.800000,11.000000,84.400002,21.500000
2015-02-18T09:03:44Z,22.178320,113.681303,-2.900000,13.000000,80.699997,20.750000
2015-02-18T09:03:47Z,22.178367,113.681913,-2.000000,13.000000,86.599998,20.250000
2015-02-18T09:03:50Z,22.178444,113.682528,-0.200000,12.000000,80.099998,21.250000
2015-02-18T09:03:53Z,22.178493,113.683139,-0.100000,12.000000,84.099998,21.000000
2015-02-18T09:03:56Z,22.178567,113.683738,1.900000,12.000000,82.599998,20.750000
2015-02-18T09:03:59Z,22.178634,113.684351,2.500000,12.000000,82.699997,21.000000
2015-02-18T09:04:02Z,22.178690,113.684955,1.600000,11.000000,84.000000,20.750000
2015-02-18T09:04:04Z,22.178727,113.685356,1.800000,11.000000,80.300003,20.500000
2015-02-18T09:04:07Z,22.178734,113.685986,1.400000,10.000000,86.800003,21.250000
2015-02-18T09:04:10Z,22.178783,113.686608,1.600000,11.000000,83.400002,21.750000
2015-02-18T09:04:13Z,22.178784,113.687224,1.500000,10.000000,88.500000,21.000000
2015-02-18T09:04:16Z,22.178827,113.687844,0.800000,10.000000,86.400002,21.250000
2015-02-18T09:04:19Z,22.178863,113.688442,1.100000,10.000000,86.699997,21.000000
2015-02-18T09:04:22Z,22.178881,113.689067,1.000000,10.000000,86.000000,21.000000
2015-02-18T09:04:25Z,22.178927,113.689684,1.100000,10.000000,84.400002,20.750000
2015-02-18T09:04:28Z,22.178964,113.690296,-0.400000,10.000000,85.300003,21.250000
2015-02-18T09:04:31Z,22.179028,113.690922,0.200000,10.000000,84.400002,21.250000
2015-02-18T09:04:34Z,22.179093,113.691532,0.400000,10.000000,83.800003,21.000000
2015-02-18T09:04:37Z,22.179157,113.692141,0.200000,10.000000,83.800003,20.750000
