time,lat,lon,elevation,accuracy,bearing,speed
2015-01-24T12:31:52Z,60.229159,25.039148,0.000000,75.429001,0.000000,0.000000
2015-01-24T12:31:57Z,60.226221,25.036983,1.400000,14.000000,46.500000,1.500000
2015-01-24T12:32:00Z,60.226349,25.036912,21.000000,10.000000,27.799999,1.820027
2015-01-24T12:32:02Z,60.226367,25.036928,22.900000,9.000000,44.500000,1.820027
2015-01-24T12:32:05Z,60.229255,25.038245,0.000000,71.038002,0.000000,0.000000
2015-01-24T12:32:09Z,60.226447,25.037019,28.299999,10.000000,29.200001,1.820027
2015-01-24T12:32:10Z,60.229238,25.038308,0.000000,40.084999,0.000000,0.000000
2015-01-24T12:32:14Z,60.226511,25.037100,30.200001,9.000000,31.100000,1.820027
2015-01-24T12:32:17Z,60.226551,25.037141,29.900000,9.000000,24.000000,1.820027
2015-01-24T12:32:20Z,60.226588,25.037172,30.900000,9.000000,27.500000,1.820027
2015-01-24T12:32:21Z,60.229264,25.038536,0.000000,38.004002,0.000000,0.000000
2015-01-24T12:32:25Z,60.226659,25.037225,33.599998,9.000000,14.000000,1.820027
2015-01-24T12:32:28Z,60.226704,25.037269,34.500000,9.000000,26.700001,1.820027
2015-01-24T12:32:30Z,60.226732,25.037303,34.599998,9.000000,31.299999,1.820027
2015-01-24T12:32:33Z,60.226768,25.037349,33.200001,9.000000,30.700001,1.820027
2015-01-24T12:32:36Z,60.226806,25.037399,33.400002,9.000000,30.200001,1.820027
2015-01-24T12:32:37Z,60.224728,25.032436,0.000000,387.000000,0.000000,0.000000
2015-01-24T12:32:41Z,60.226881,25.037463,35.700001,10.000000,20.299999,1.820027
2015-01-24T12:32:44Z,60.226926,25.037510,35.400002,10.000000,29.100000,1.820027
2015-01-24T12:32:47Z,60.226969,25.037555,35.900002,9.000000,27.400000,1.820027
2015-01-24T12:32:49Z,60.226993,25.037586,34.799999,9.000000,33.299999,1.820027
2015-01-24T12:32:52Z,60.227030,25.037621,33.700001,9.000000,24.600000,1.820027
2015-01-24T12:32:54Z,60.227054,25.037648,33.099998,9.000000,30.500000,1.820027
2015-01-24T12:32:57Z,60.227091,25.037687,32.700001,10.000000,26.200001,1.820027
2015-01-24T12:33:00Z,60.227125,25.037722,31.700001,10.000000,26.500000,1.820027
2015-01-24T12:33:01Z,60.229132,25.039225,0.000000,56.438999,0.000000,0.000000
2015-01-24T12:33:05Z,60.227192,25.037790,31.500000,9.000000,27.799999,1.820027
2015-01-24T12:33:07Z,60.229345,25.038408,0.000000,66.966003,0.000000,0.000000
2015-01-24T12:33:10Z,60.227256,25.037863,32.000000,9.000000,28.299999,1.581139
2015-01-24T12:33:13Z,60.227294,25.037899,32.400002,10.000000,23.600000,1.581139
2015-01-24T12:33:16Z,60.227333,25.037942,33.200001,9.000000,31.000000,1.820027
2015-01-24T12:33:17Z,60.229130,25.039008,0.000000,46.958000,0.000000,0.000000
2015-01-24T12:33:21Z,60.227396,25.038001,32.099998,9.000000,17.700001,1.820027
2015-01-24T12:33:24Z,60.227431,25.038039,30.500000,10.000000,30.700001,1.820027
2015-01-24T12:33:27Z,60.227463,25.038086,29.400000,9.000000,32.799999,1.820027
2015-01-24T12:33:29Z,60.229244,25.038563,0.000000,36.830002,0.000000,0.000000
2015-01-24T12:33:32Z,60.227526,25.038152,29.600000,11.000000,30.900000,1.820027
2015-01-24T12:33:35Z,60.227561,25.038188,29.600000,9.000000,25.100000,1.581139
2015-01-24T12:33:37Z,60.229327,25.038367,0.000000,68.007004,0.000000,0.000000
2015-01-24T12:33:41Z,60.227647,25.038273,31.000000,9.000000,31.799999,1.820027
2015-01-24T12:33:44Z,60.227689,25.038317,29.799999,10.000000,23.799999,1.820027
2015-01-24T12:33:47Z,60.227732,25.038357,29.900000,10.000000,26.600000,1.820027
2015-01-24T12:33:48Z,60.229272,25.038336,0.000000,47.227001,0.000000,0.000000
2015-01-24T12:33:52Z,60.227805,25.038432,30.900000,9.000000,23.700001,1.820027
2015-01-24T12:33:55Z,60.227849,25.038472,30.000000,9.000000,24.000000,1.820027
2015-01-24T12:33:58Z,60.227886,25.038516,29.100000,9.000000,31.200001,1.820027
2015-01-24T12:34:01Z,60.227923,25.038556,28.299999,10.000000,23.100000,1.820027
2015-01-24T12:34:02Z,60.229275,25.038282,0.000000,49.708000,0.000000,0.000000
2015-01-24T12:34:06Z,60.227985,25.038630,24.700001,10.000000,34.200001,1.750000
2015-01-24T12:34:08Z,60.229156,25.038722,0.000000,51.000000,0.000000,0.000000
2015-01-24T12:34:12Z,60.228064,25.038731,24.400000,9.000000,32.900002,1.750000
2015-01-24T12:34:13Z,60.229124,25.038999,0.000000,46.744999,0.000000,0.000000
2015-01-24T12:34:17Z,60.228123,25.038822,23.299999,9.000000,31.600000,1.750000
2015-01-24T12:34:20Z,60.228164,25.038863,24.400000,9.000000,25.900000,1.750000
2015-01-24T12:34:21Z,60.229216,25.039185,0.000000,51.627998,0.000000,0.000000
2015-01-24T12:34:25Z,60.228233,25.038932,24.200001,10.000000,29.600000,1.750000
2015-01-24T12:34:28Z,60.228272,25.038970,25.799999,9.000000,28.900000,1.750000
2015-01-24T12:34:31Z,60.228315,25.039002,25.600000,10.000000,25.100000,1.750000
2015-01-24T12:34:32Z,60.229212,25.039206,0.000000,45.000000,0.000000,0.000000
2015-01-24T12:34:36Z,60.228387,25.039070,28.700001,9.000000,26.900000,1.750000
2015-01-24T12:34:38Z,60.229204,25.039231,0.000000,54.013000,0.000000,0.000000
2015-01-24T12:34:41Z,60.228454,25.039154,28.299999,10.000000,31.799999,1.750000
2015-01-24T12:34:44Z,60.228485,25.039202,27.200001,10.000000,37.099998,1.750000
2015-01-24T12:34:47Z,60.228506,25.039260,26.400000,10.000000,48.700001,1.750000
2015-01-24T12:34:48Z,60.229180,25.039302,0.000000,40.500000,0.000000,0.000000
2015-01-24T12:34:52Z,60.228502,25.039371,25.799999,4.000000,72.900002,1.000000
2015-01-24T12:34:55Z,60.228506,25.039418,25.600000,5.000000,0.000000,0.000000
2015-01-24T12:34:58Z,60.228503,25.039419,25.100000,6.000000,0.000000,0.000000
2015-01-24T12:34:59Z,60.229083,25.039745,0.000000,66.641998,0.000000,0.000000
2015-01-24T12:35:03Z,60.228501,25.039419,25.100000,5.000000,0.000000,0.000000
2015-01-24T12:35:05Z,60.228946,25.040061,0.000000,56.243000,0.000000,0.000000
2015-01-24T12:35:09Z,60.228533,25.039532,26.799999,4.000000,50.099998,1.500000
2015-01-24T12:35:12Z,60.228568,25.039660,27.400000,3.000000,0.000000,0.000000
