22.178128,113.581765,61384805710715,12.0
22.177906,113.582244,61384805713715,12.0
22.177697,113.582697,61384805716715,18.0
22.177595,113.583054,61384805718715,22.0
22.177514,113.583581,61384805721715,23.0
22.177388,113.584066,61384805724715,15.0
22.177322,113.584414,61384805726715,13.0
22.177248,113.584928,61384805729715,12.0
22.177135,113.585447,61384805732715,11.0
22.177043,113.585969,61384805735715,11.0
22.176944,113.586472,61384805738715,10.0
22.176863,113.587002,61384805741715,10.0
22.176812,113.58751,61384805744715,10.0
22.176761,113.588002,61384805747715,12.0
22.176695,113.588341,61384805749715,11.0
22.176627,113.588866,61384805752715,12.0
22.176498,113.589387,61384805755715,13.0
22.17642,113.589953,61384805758715,11.0
22.176356,113.590477,61384805761715,12.0
22.176248,113.591004,61384805764715,12.0
22.176125,113.591533,61384805767715,11.0
22.175993,113.592034,61384805770715,11.0
22.175916,113.592571,61384805773715,11.0
22.175825,113.593076,61384805776715,12.0
22.17575,113.593578,61384805779715,12.0
22.175706,113.59394,61384805781715,11.0
22.175659,113.594481,61384805784715,11.0
22.175609,113.595004,61384805787715,11.0
22.175521,113.595339,61384805789715,11.0
22.175433,113.595863,61384805792715,11.0
22.175353,113.596395,61384805795715,10.0
22.175304,113.596918,61384805798715,10.0
22.175261,113.597426,61384805801715,10.0
22.175194,113.597969,61384805804715,11.0
22.175087,113.598497,61384805807715,10.0
22.175016,113.599022,61384805810715,10.0
22.174931,113.599552,61384805813715,10.0
22.174861,113.600085,61384805816715,10.0
22.174798,113.600615,61384805819715,10.0
22.174758,113.601138,61384805822715,11.0
22.174736,113.601673,61384805825715,10.0
22.174677,113.602209,61384805828715,10.0
22.174633,113.602741,61384805831715,10.0
22.174595,113.603272,61384805834715,10.0
22.174564,113.60362,61384805836715,10.0
22.174517,113.604139,61384805839715,11.0
22.174489,113.604676,61384805842715,10.0
22.174425,113.605222,61384805845715,10.0
22.174363,113.605753,61384805848715,10.0
22.155202,113.588511,61384805845715,3518.0
22.174251,113.606649,61384805853715,10.0
22.174214,113.607182,61384805856715,10.0
22.174189,113.607701,61384805859715,10.0
22.174172,113.608242,61384805862715,10.0
22.174165,113.608774,61384805865715,10.0
22.174181,113.609322,61384805868715,10.0
22.174159,113.60985,61384805871715,10.0
22.174168,113.610205,61384805873715,10.0
22.174174,113.610752,61384805876715,10.0
22.174203,113.611267,61384805879715,10.0
22.174221,113.611787,61384805882715,10.0
22.174279,113.612356,61384805885715,10.0
22.174341,113.612914,61384805888715,10.0
22.174365,113.613507,61384805891715,10.0
22.174441,113.614107,61384805894715,10.0
22.174508,113.614702,61384805897715,10.0
22.174589,113.615312,61384805900715,10.0
22.174667,113.615907,61384805903715,10.0
22.174743,113.616503,61384805906715,11.0
22.174813,113.6171,61384805909715,10.0
22.174869,113.617703,61384805912715,10.0
22.174947,113.618296,61384805915715,10.0
22.174994,113.618714,61384805917715,10.0
22.175046,113.619319,61384805920715,10.0
22.175043,113.619933,61384805923715,11.0
22.175111,113.620348,61384805925715,11.0
22.175161,113.620966,61384805928715,10.0
22.175217,113.621582,61384805931715,10.0
22.17525,113.622207,61384805934715,11.0
22.175312,113.622823,61384805937715,10.0
22.175383,113.623435,61384805940715,10.0
22.175377,113.62405,61384805943715,11.0
22.175409,113.624649,61384805946715,11.0
22.175438,113.625264,61384805949715,10.0
22.175472,113.62567,61384805951715,11.0
22.175515,113.626269,61384805954715,10.0
22.175556,113.626885,61384805957715,11.0
22.175601,113.627517,61384805960715,13.0
22.175604,113.627934,61384805962715,14.0
22.17564,113.628548,61384805965715,15.0
22.175664,113.62916,61384805968715,15.0
22.175677,113.629785,61384805971715,13.0
22.175715,113.630424,61384805974715,12.0
22.175723,113.631039,61384805977715,11.0
22.175744,113.631648,61384805980715,11.0
22.17575,113.632256,61384805983715,10.0
22.175768,113.632862,61384805986715,10.0
22.175784,113.633454,61384805989715,10.0
22.175834,113.634082,61384805992715,10.0
22.175819,113.634495,61384805994731,10.0
22.175826,113.635082,61384805997731,10.0
22.17587,113.635691,61384806000731,10.0
22.175923,113.636294,61384806003731,11.0
22.175988,113.636891,61384806006731,12.0
22.176031,113.63753,61384806009731,12.0
22.17606,113.638144,61384806012731,11.0
22.176135,113.638753,61384806015731,12.0
22.176141,113.63938,61384806018731,11.0
