60.224515,25.021293,61382406308479,6.0
60.225251,25.022121,61382406362483,8.0
60.225523,25.024086,61382406530483,8.0
60.22521,25.025825,61382406644483,7.0
60.225343,25.025963,61382406658483,16.0
60.225248,25.026795,61382406691483,11.0
60.224877,25.033151,61382406885483,13.0
60.227167,25.037816,61382407156483,9.0
60.227969,25.038793,61382407215483,8.0
60.233363,25.033508,61382407831483,15.0
60.233805,25.033429,61382407858483,15.0
60.233938,25.030955,61382407975483,5.0
60.233742,25.031009,61382407989483,14.0
60.229032,25.022435,61382408449483,10.0
60.228953,25.022368,61382408464483,13.0
60.228404,25.02202,61382408513483,16.0
60.22831,25.022108,61382408527483,19.0
60.225963,25.012893,61382408999483,7.0
60.225685,25.012864,61382409013483,19.0
60.225114,25.012652,61382409059483,9.0
60.224929,25.012633,61382409091483,8.0
60.22477,25.013227,61382409106483,14.0
60.224822,25.013374,61382409120483,17.0
60.224779,25.013235,61382409135483,18.0
