time,lat,lon,elevation,accuracy,bearing,speed
2015-02-17T12:03:30Z,22.286660,114.151912,141.500000,17.000000,0.000000,1.000000
2015-02-17T12:03:33Z,22.286600,114.152075,107.400002,14.000000,0.000000,1.000000
2015-02-17T12:03:36Z,22.286605,114.152138,100.599998,12.000000,0.000000,1.000000
2015-02-17T12:03:39Z,22.286616,114.152135,94.199997,14.000000,0.000000,1.000000
2015-02-17T12:03:42Z,22.286622,114.152134,94.000000,19.000000,0.000000,1.000000
2015-02-17T12:03:45Z,22.286623,114.152133,93.699997,24.000000,0.000000,1.000000
2015-02-17T12:03:48Z,22.286622,114.152134,93.400002,19.000000,0.000000,1.000000
2015-02-17T12:03:51Z,22.286623,114.152130,93.900002,14.000000,0.000000,1.000000
2015-02-17T12:03:54Z,22.286624,114.152128,93.900002,15.000000,0.000000,1.000000
2015-02-17T12:03:57Z,22.286624,114.152126,93.800003,15.000000,0.000000,1.000000
2015-02-17T12:04:00Z,22.286625,114.152123,93.900002,15.000000,0.000000,1.000000
2015-02-17T12:04:03Z,22.286542,114.151969,91.000000,16.000000,248.800003,1.600781
2015-02-17T12:04:06Z,22.286579,114.151931,92.900002,15.000000,243.600006,1.030776
2015-02-17T12:04:09Z,22.286557,114.151942,93.199997,15.000000,243.600006,1.118034
2015-02-17T12:04:12Z,22.286553,114.151926,93.300003,19.000000,243.600006,1.030776
2015-02-17T12:04:15Z,22.286546,114.151900,93.099998,22.000000,243.600006,1.118034
2015-02-17T12:04:18Z,22.286531,114.151868,93.099998,28.000000,245.000000,1.250000
2015-02-17T12:04:20Z,22.286504,114.151847,93.000000,34.000000,221.600006,1.600781
2015-02-17T12:04:23Z,22.286459,114.151832,93.000000,39.000000,204.600006,1.600781
2015-02-17T12:04:26Z,22.286422,114.151822,93.000000,48.000000,197.800003,1.600781
2015-02-17T12:09:16Z,22.281845,114.157913,65.099998,47.000000,187.300003,1.030776
2015-02-17T12:09:19Z,22.281849,114.157936,64.900002,36.000000,187.300003,1.030776
2015-02-17T12:09:22Z,22.281857,114.157944,65.400002,39.000000,187.300003,1.030776
2015-02-17T12:09:25Z,22.281908,114.157926,56.099998,33.000000,187.300003,1.118034
2015-02-17T12:09:28Z,22.281976,114.157900,56.500000,36.000000,348.899994,1.250000
2015-02-17T12:09:31Z,22.282019,114.157885,56.900002,31.000000,347.500000,1.250000
2015-02-17T12:09:34Z,22.282054,114.157876,56.000000,44.000000,347.500000,1.250000
2015-02-17T12:10:07Z,22.282377,114.157024,72.000000,46.000000,301.399994,2.236068
2015-02-17T12:10:10Z,22.282441,114.156957,73.699997,26.000000,316.000000,1.802776
2015-02-17T12:10:13Z,22.282486,114.156906,75.900002,26.000000,299.000000,1.414214
2015-02-17T12:10:16Z,22.282524,114.156874,76.300003,26.000000,287.100006,1.250000
2015-02-17T12:10:19Z,22.282531,114.156852,76.099998,22.000000,287.100006,1.250000
2015-02-17T12:10:22Z,22.282518,114.156842,76.000000,25.000000,193.399994,1.250000
2015-02-17T12:10:25Z,22.282469,114.156841,75.599998,34.000000,189.300003,1.802776
2015-02-17T12:25:09Z,22.283142,114.156629,85.400002,49.000000,323.000000,0.500000
2015-02-17T12:25:17Z,22.283173,114.156779,86.900002,43.000000,0.000000,0.000000
2015-02-17T12:25:20Z,22.283188,114.156815,85.800003,39.000000,0.000000,0.000000
2015-02-17T12:26:28Z,22.283874,114.156172,65.400002,49.000000,286.200012,0.250000
2015-02-17T12:26:31Z,22.283877,114.156302,57.200001,30.000000,0.000000,0.000000
2015-02-17T12:26:34Z,22.283878,114.156324,58.299999,22.000000,0.000000,0.000000
2015-02-17T12:26:37Z,22.283876,114.156325,58.200001,20.000000,0.000000,0.000000
2015-02-17T12:26:40Z,22.283866,114.156325,57.799999,30.000000,0.000000,0.000000
2015-02-17T12:26:59Z,22.283848,114.156399,52.400002,46.000000,0.000000,0.000000
2015-02-17T12:27:02Z,22.283848,114.156402,52.299999,41.000000,0.000000,0.000000
2015-02-17T12:27:05Z,22.283851,114.156402,53.400002,38.000000,0.000000,0.000000
2015-02-17T12:27:08Z,22.283856,114.156402,55.099998,28.000000,0.000000,0.000000
2015-02-17T12:27:11Z,22.283856,114.156402,55.099998,22.000000,0.000000,0.000000
2015-02-17T12:27:14Z,22.283857,114.156403,55.299999,20.000000,0.000000,0.000000
2015-02-17T12:27:17Z,22.283857,114.156404,55.299999,18.000000,0.000000,0.000000
2015-02-17T12:27:20Z,22.283857,114.156406,54.799999,20.000000,0.000000,0.000000
2015-02-17T12:27:23Z,22.283856,114.156409,54.599998,30.000000,0.000000,0.000000
2015-02-17T12:27:26Z,22.283856,114.156410,54.599998,43.000000,0.000000,0.000000
2015-02-17T12:27:33Z,22.283856,114.156409,54.799999,49.000000,0.000000,0.000000
2015-02-17T12:27:36Z,22.283856,114.156408,54.799999,40.000000,0.000000,0.000000
2015-02-17T12:27:38Z,22.283856,114.156407,54.900002,38.000000,0.000000,0.000000
2015-02-17T12:39:18Z,22.284436,114.155549,80.300003,49.000000,0.000000,0.000000
2015-02-17T12:39:21Z,22.284200,114.155590,58.700001,31.000000,327.799988,1.250000
2015-02-17T12:39:24Z,22.284395,114.155571,111.500000,27.000000,341.200012,0.750000
2015-02-17T12:39:27Z,22.284394,114.155622,120.500000,22.000000,0.000000,0.000000
2015-02-17T12:39:30Z,22.284409,114.155642,130.800003,21.000000,0.000000,0.000000
2015-02-17T12:39:33Z,22.284420,114.155652,135.800003,17.000000,0.000000,0.000000
2015-02-17T12:39:36Z,22.284409,114.155638,138.300003,18.000000,341.200012,0.750000
2015-02-17T12:39:39Z,22.284387,114.155622,136.199997,21.000000,341.200012,0.750000
2015-02-17T12:39:42Z,22.284368,114.155600,137.399994,25.000000,279.000000,0.750000
2015-02-17T12:39:45Z,22.284343,114.155578,139.600006,24.000000,262.399994,0.750000
2015-02-17T12:39:48Z,22.284321,114.155562,141.500000,25.000000,257.700012,0.750000
2015-02-17T12:39:51Z,22.284286,114.155529,143.100006,28.000000,0.000000,0.000000
2015-02-17T12:39:54Z,22.284194,114.155462,145.600006,27.000000,0.000000,0.000000
2015-02-17T12:39:57Z,22.284075,114.155396,149.100006,28.000000,0.000000,0.000000
2015-02-17T12:40:00Z,22.284165,114.155328,144.199997,22.000000,307.299988,1.750000
2015-02-17T12:40:03Z,22.284282,114.155309,139.899994,20.000000,329.200012,1.000000
2015-02-17T12:40:06Z,22.284372,114.155285,140.300003,20.000000,313.100006,1.000000
2015-02-17T12:40:09Z,22.284689,114.155369,163.899994,18.000000,0.000000,0.000000
2015-02-17T12:40:12Z,22.284771,114.155420,162.199997,18.000000,0.000000,0.000000
2015-02-17T12:40:15Z,22.284781,114.155438,160.100006,18.000000,0.000000,0.000000
2015-02-17T12:40:18Z,22.284808,114.155426,158.899994,18.000000,0.000000,0.000000
2015-02-17T12:40:21Z,22.284829,114.155422,158.800003,17.000000,0.000000,0.000000
2015-02-17T12:40:24Z,22.284836,114.155420,158.800003,19.000000,0.000000,0.000000
2015-02-17T12:40:27Z,22.284843,114.155416,161.100006,20.000000,0.000000,0.000000
2015-02-17T12:40:30Z,22.284848,114.155412,161.100006,19.000000,0.000000,0.000000
2015-02-17T12:40:33Z,22.284848,114.155412,161.100006,21.000000,0.000000,0.000000
2015-02-17T12:40:36Z,22.284850,114.155412,161.500000,23.000000,0.000000,0.000000
2015-02-17T12:40:39Z,22.284851,114.155412,161.600006,22.000000,0.000000,0.000000
