time,lat,lon,elevation,accuracy,bearing,speed
2015-01-23T18:45:01Z,60.214968,24.964434,87.099998,11.000000,0.000000,0.000000
2015-01-23T18:45:04Z,60.214980,24.964431,85.900002,11.000000,0.000000,0.000000
2015-01-23T18:45:06Z,60.214990,24.964439,84.900002,10.000000,0.000000,0.000000
2015-01-23T18:45:09Z,60.214940,24.964384,83.500000,10.000000,0.000000,0.000000
2015-01-23T18:45:12Z,60.215018,24.964651,83.599998,11.000000,59.299999,6.500000
2015-01-23T18:45:15Z,60.215103,24.965121,86.400002,10.000000,62.200001,9.500000
2015-01-23T18:45:17Z,60.214860,24.965196,0.000000,40.500000,0.000000,0.000000
2015-01-23T18:45:20Z,60.215286,24.966052,83.300003,11.000000,67.500000,11.750000
2015-01-23T18:45:23Z,60.215482,24.966653,84.599998,11.000000,62.000000,13.750000
2015-01-23T18:45:26Z,60.215644,24.967297,84.199997,11.000000,63.700001,14.250000
2015-01-23T18:45:29Z,60.215842,24.968036,82.699997,11.000000,64.000000,15.000000
2015-01-23T18:45:32Z,60.215993,24.968751,87.199997,11.000000,67.800003,16.500000
2015-01-23T18:45:34Z,60.215828,24.968646,0.000000,72.000000,0.000000,0.000000
2015-01-23T18:45:37Z,60.216255,24.970067,82.400002,11.000000,68.199997,14.750000
2015-01-23T18:45:39Z,60.215828,24.968450,0.000000,84.000000,0.000000,0.000000
2015-01-23T18:45:42Z,60.216448,24.971467,77.400002,11.000000,76.400002,17.000000
2015-01-23T18:45:45Z,60.215862,24.969339,0.000000,40.500000,0.000000,0.000000
2015-01-23T18:45:48Z,60.216560,24.973142,78.900002,11.000000,85.199997,15.500000
2015-01-23T18:45:50Z,60.216744,24.973535,0.000000,533.000000,0.000000,0.000000
2015-01-23T18:45:53Z,60.216628,24.974516,77.000000,10.000000,85.500000,14.750000
2015-01-23T18:45:56Z,60.216673,24.975351,73.000000,10.000000,85.599998,14.250000
2015-01-23T18:45:59Z,60.216707,24.976150,70.199997,11.000000,84.800003,14.750000
2015-01-23T18:46:01Z,60.217006,24.975198,0.000000,534.000000,0.000000,0.000000
2015-01-23T18:46:04Z,60.216784,24.977366,67.699997,11.000000,81.699997,13.250000
2015-01-23T18:46:07Z,60.216821,24.977918,64.800003,11.000000,83.800003,10.500000
2015-01-23T18:46:10Z,60.216904,24.978341,67.500000,11.000000,80.099998,10.000000
2015-01-23T18:46:12Z,60.216724,24.979695,0.000000,49.500000,0.000000,0.000000
2015-01-23T18:46:15Z,60.216916,24.979310,65.099998,12.000000,86.400002,10.250000
2015-01-23T18:46:18Z,60.216989,24.979896,64.400002,13.000000,80.500000,10.250000
2015-01-23T18:46:21Z,60.216935,24.980400,59.000000,12.000000,74.500000,9.000000
2015-01-23T18:46:24Z,60.216987,24.980853,58.900002,14.000000,77.300003,8.500000
2015-01-23T18:46:27Z,60.217019,24.981085,58.799999,19.000000,77.900002,5.250000
2015-01-23T18:46:29Z,60.216676,24.979957,0.000000,27.000000,0.000000,0.000000
2015-01-23T18:46:32Z,60.217085,24.980987,53.200001,15.000000,84.900002,0.750000
2015-01-23T18:46:34Z,60.216676,24.979957,0.000000,27.000000,0.000000,0.000000
2015-01-23T18:46:37Z,60.217094,24.980922,50.599998,11.000000,0.000000,0.000000
2015-01-23T18:46:40Z,60.217076,24.980907,47.400002,10.000000,84.900002,0.250000
2015-01-23T18:46:42Z,60.215962,24.979438,0.000000,534.000000,0.000000,0.000000
2015-01-23T18:46:45Z,60.217131,24.981188,47.400002,10.000000,67.599998,4.250000
2015-01-23T18:46:48Z,60.215962,24.979438,0.000000,534.000000,0.000000,0.000000
2015-01-23T18:46:51Z,60.217290,24.981755,48.799999,10.000000,64.300003,5.750000
2015-01-23T18:46:54Z,60.217337,24.982057,49.900002,10.000000,73.099998,5.750000
2015-01-23T18:46:56Z,60.217581,24.982990,0.000000,40.500000,0.000000,0.000000
2015-01-23T18:46:59Z,60.217462,24.982768,49.900002,11.000000,73.199997,8.500000
2015-01-23T18:47:01Z,60.217581,24.982990,0.000000,40.500000,0.000000,0.000000
2015-01-23T18:47:05Z,60.217721,24.983699,49.900002,10.000000,55.400002,11.000000
2015-01-23T18:47:08Z,60.217900,24.984216,49.900002,11.000000,55.200001,11.750000
2015-01-23T18:47:10Z,60.217886,24.984033,0.000000,39.000000,0.000000,0.000000
2015-01-23T18:47:13Z,60.218247,24.985259,50.799999,11.000000,53.200001,14.250000
2015-01-23T18:47:16Z,60.218549,24.985880,51.200001,11.000000,45.700001,14.750000
2015-01-23T18:47:19Z,60.218780,24.986546,51.900002,12.000000,52.900002,15.750000
2015-01-23T18:47:21Z,60.218423,24.985714,0.000000,48.000000,0.000000,0.000000
2015-01-23T18:47:24Z,60.219170,24.987605,53.200001,13.000000,52.200001,15.500000
2015-01-23T18:47:27Z,60.219398,24.988360,54.000000,14.000000,59.700001,16.000000
2015-01-23T18:47:30Z,60.219655,24.988868,54.799999,12.000000,56.200001,15.000000
2015-01-23T18:47:33Z,60.219933,24.989334,54.700001,12.000000,44.700001,14.250000
2015-01-23T18:47:36Z,60.220226,24.989811,54.700001,12.000000,38.299999,13.750000
2015-01-23T18:47:39Z,60.220609,24.990001,55.700001,13.000000,24.900000,15.250000
2015-01-23T18:47:42Z,60.221005,24.990362,56.400002,14.000000,22.500000,16.000000
