60.224515,25.021293,61350870308003,6.0
60.223837,25.02256,61350870324003,40.5
60.225454,25.022179,61350870351003,86.420998
60.225251,25.022121,61350870362003,8.0
60.225639,25.023398,61350870394003,90.918999
60.225401,25.023275,61350870430003,47.403
60.225518,25.02357,61350870444003,33.511002
60.225491,25.023202,61350870462003,43.948002
60.225482,25.023099,61350870505003,47.577
60.225458,25.023312,61350870519003,45.0
60.225523,25.024086,61350870530003,8.0
60.225446,25.023311,61350870632003,44.551998
60.22521,25.025825,61350870644003,7.0
60.225343,25.025963,61350870658003,16.0
60.225248,25.026795,61350870691003,11.0
60.224877,25.033151,61350870885003,13.0
60.224425,25.033851,61350870921003,94.5
60.225269,25.028351,61350870935003,36.0
60.230115,25.040485,61350871129003,40.5
60.227167,25.037816,61350871156003,9.0
60.227969,25.038793,61350871215003,8.0
60.229196,25.038863,61350871229003,50.514999
60.234827,25.036072,61350871364003,1121.0
60.234827,25.036072,61350871410003,1121.0
60.234192,25.035449,61350871421003,993.0
60.234192,25.035449,61350871435003,993.0
60.234192,25.035449,61350871446003,993.0
60.234827,25.036072,61350871512003,1121.0
60.234827,25.036072,61350871559003,1121.0
60.234827,25.036072,61350871605003,1121.0
60.234192,25.035449,61350871616003,993.0
60.234192,25.035449,61350871627003,993.0
60.233363,25.033508,61350871831003,15.0
60.233805,25.033429,61350871858003,15.0
60.233938,25.030955,61350871975003,5.0
60.233742,25.031009,61350871989003,14.0
60.230132,25.016018,61350872156003,966.0
60.230022,25.015518,61350872174003,761.0
60.230132,25.016018,61350872331003,966.0
60.229032,25.022435,61350872449003,10.0
60.228953,25.022368,61350872464003,13.0
60.228404,25.02202,61350872513003,16.0
60.22831,25.022108,61350872527003,19.0
60.227015,25.021494,61350872543003,105.073997
60.226936,25.021445,61350872561003,75.944
60.226665,25.021352,61350872575003,48.453999
60.2272,25.021957,61350872650003,94.964996
60.228451,25.018199,61350872711003,191.453995
60.228443,25.017839,61350872757003,37.5
60.227899,25.014272,61350872783003,57.0
60.227554,25.014317,61350872817003,37.5
60.227541,25.014276,61350872831003,33.0
60.225963,25.012893,61350872999003,7.0
60.225685,25.012864,61350873013003,19.0
60.224817,25.013411,61350873049003,41.181
60.225114,25.012652,61350873059003,9.0
60.224844,25.01343,61350873077003,40.196999
60.224929,25.012633,61350873091003,8.0
60.22477,25.013227,61350873106003,14.0
60.224822,25.013374,61350873120003,17.0
60.224779,25.013235,61350873135003,18.0
60.224675,25.013187,61350873177003,43.632999
60.223776,24.994659,61350873224003,841.0
